,price,area,flat_type,locality,distance_prague_km,district,city
13270,10000,28,1+kk,"Brno - Starý Lískovec, okres Brno-město",185.86370981815645,Brno - Starý Lískovec,Brno
13271,13000,29,2+kk,"Brno - Ponava, okres Brno-město",185.11159698367544,Brno - Ponava,Brno
13272,13000,35,2+1,"Brno - Židenice, okres Brno-město",188.15788164516303,Brno - Židenice,Brno
13273,8000,28,2+kk,Znojmo,179.73337548826848,Znojmo,Znojmo
13274,11000,43,3+1,"Brno - Starý Lískovec, okres Brno-město",184.79590134196232,Brno - Starý Lískovec,Brno
13275,13000,42,3+kk,"Brno - Líšeň, okres Brno-město",190.6237578802835,Brno - Líšeň,Brno
13277,8000,16,1+kk,"Brno - Slatina, okres Brno-město",192.75450081956242,Brno - Slatina,Brno
13279,6000,17,1+kk,"Modřice, okres Brno-venkov",190.88567570340916,Modřice,Modřice
13280,4000,5,other,Břeclav,233.2278797857031,Břeclav,Břeclav
13283,14000,29,2+kk,"Brno - Veveří, okres Brno-město",185.1518088615869,Brno - Veveří,Brno
13284,13000,26,2+kk,"Brno - Štýřice, okres Brno-město",186.09924429374652,Brno - Štýřice,Brno
13286,7000,25,1+1,Znojmo,180.7433414106287,Znojmo,Znojmo
13287,10000,39,3+1,"Hustopeče, okres Břeclav",209.67540011162941,Hustopeče,Hustopeče
13288,11000,34,2+kk,"Brno - Zábrdovice, okres Brno-město",186.4801178040325,Brno - Zábrdovice,Brno
13289,8000,22,1+1,"Brno - Staré Brno, okres Brno-město",186.04170017041622,Brno - Staré Brno,Brno
13290,8000,14,1+kk,"Brno - Zábrdovice, okres Brno-město",186.8283039817121,Brno - Zábrdovice,Brno
13291,15000,34,2+kk,"Brno - Sadová, okres Brno-město",184.23172217628314,Brno - Sadová,Brno
13292,11000,39,3+kk,"Hustopeče, okres Břeclav",210.10830655069387,Hustopeče,Hustopeče
13293,8000,16,1+kk,"Brno - Staré Brno, okres Brno-město",184.71614086615145,Brno - Staré Brno,Brno
13296,22000,77,3+kk,"Brno - Židenice, okres Brno-město",188.14604859458197,Brno - Židenice,Brno
13297,22000,77,3+kk,"Brno - Židenice, okres Brno-město",188.14604859458197,Brno - Židenice,Brno
13298,11000,26,2+kk,"Brno - Žebětín, okres Brno-město",178.24108341253142,Brno - Žebětín,Brno
13299,20000,73,4+kk,"Brno - Veveří, okres Brno-město",185.78075920372325,Brno - Veveří,Brno
13300,10000,22,2+kk,"Brno - Zábrdovice, okres Brno-město",186.6529967246486,Brno - Zábrdovice,Brno
13302,8000,31,2+1,Břeclav,231.88371674650818,Břeclav,Břeclav
13304,5000,22,2+kk,Břeclav,231.3541071535161,Břeclav,Břeclav
13305,8000,17,1+kk,"Brno - Trnitá, okres Brno-město",187.7612982129436,Brno - Trnitá,Brno
13307,5000,14,1+kk,"Boskovice, okres Blansko",174.16995863727234,Boskovice,Boskovice
13308,14000,44,2+1,"Brno - Veveří, okres Brno-město",184.9099756688487,Brno - Veveří,Brno
13309,11000,38,2+1,"Brno - Žabovřesky, okres Brno-město",183.67221538129215,Brno - Žabovřesky,Brno
13310,8000,20,1+1,"Brno - Bystrc, okres Brno-město",179.4012861313047,Brno - Bystrc,Brno
13311,8000,23,1+kk,"Brno - Královo Pole, okres Brno-město",183.37872728735687,Brno - Královo Pole,Brno
13312,6000,16,1+kk,"Brno - Královo Pole, okres Brno-město",182.93768780605092,Brno - Královo Pole,Brno
13313,15000,36,2+kk,"Brno - Trnitá, okres Brno-město",187.2527009169289,Brno - Trnitá,Brno
13315,8000,35,2+1,"Brno - Horní Heršpice, okres Brno-město",188.98249832517192,Brno - Horní Heršpice,Brno
13317,9000,12,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13318,9000,19,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13319,9000,11,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13320,9000,14,1+1,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13321,9000,11,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13322,9000,17,1+1,"Brno - Staré Brno, okres Brno-město",185.9499436271034,Brno - Staré Brno,Brno
13323,9000,15,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13324,9000,17,1+1,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13325,15000,17,2+1,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13326,5000,17,other,"Modřice, okres Brno-venkov",190.64870901918633,Modřice,Modřice
13328,8000,20,1+kk,"Brno - Žebětín, okres Brno-město",178.0348108107983,Brno - Žebětín,Brno
13329,8000,13,1+kk,"Brno - Zábrdovice, okres Brno-město",187.0022897681427,Brno - Zábrdovice,Brno
13330,8000,17,1+kk,"Brno - Bystrc, okres Brno-město",179.86768740577696,Brno - Bystrc,Brno
13331,13000,32,2+kk,"Brno - Sadová, okres Brno-město",184.23828482990677,Brno - Sadová,Brno
13333,7000,22,1+1,"Brno - Husovice, okres Brno-město",186.96803095905614,Brno - Husovice,Brno
13334,5000,32,2+1,Hodonín,237.59448500232136,Hodonín,Hodonín
13337,14000,36,2+kk,Brno - Brno-město,186.636998599119,Brno - Brno-město,Brno
13338,18000,47,3+kk,Brno - Brno-město,186.631709056945,Brno - Brno-město,Brno
13339,8000,20,1+kk,"Brno - Komín, okres Brno-město",181.97515411372424,Brno - Komín,Brno
13340,15000,51,2+kk,"Brno - Staré Brno, okres Brno-město",186.1757431844009,Brno - Staré Brno,Brno
13341,9000,10,other,"Brno - Komárov, okres Brno-město",187.9910487758212,Brno - Komárov,Brno
13342,7000,15,1+kk,"Brno - Líšeň, okres Brno-město",191.36776844010467,Brno - Líšeň,Brno
13343,5000,22,1+1,"Veselí nad Moravou, okres Hodonín",249.47982433086761,Veselí nad Moravou,Veselí nad Moravou
13346,11000,34,2+kk,"Brno - Slatina, okres Brno-město",192.3431029414389,Brno - Slatina,Brno
13347,16000,40,3+kk,"Brno - Veveří, okres Brno-město",185.00461315837325,Brno - Veveří,Brno
13348,8000,32,2+1,"Veselí nad Moravou, okres Hodonín",249.49652188542913,Veselí nad Moravou,Veselí nad Moravou
13349,10000,36,2+1,"Brno - Židenice, okres Brno-město",189.08063749065235,Brno - Židenice,Brno
13350,10000,36,3+1,"Brno - Židenice, okres Brno-město",189.08063749065235,Brno - Židenice,Brno
13351,9000,22,1+1,"Brno, okres Brno-město",181.6453790983887,Brno,Brno
13352,19000,53,3+1,"Brno - Zábrdovice, okres Brno-město",186.72040894384145,Brno - Zábrdovice,Brno
13353,6000,26,1+1,Znojmo,179.57222322306558,Znojmo,Znojmo
13354,8000,22,1+kk,"Brno - Zábrdovice, okres Brno-město",186.65951318304727,Brno - Zábrdovice,Brno
13358,8000,22,1+kk,"Brno - Líšeň, okres Brno-město",191.19827401692834,Brno - Líšeň,Brno
13359,4000,23,1+1,"Brno - Židenice, okres Brno-město",189.04624022425403,Brno - Židenice,Brno
13361,14000,56,3+kk,"Brno - Židenice, okres Brno-město",188.83051322941245,Brno - Židenice,Brno
13363,7000,32,2+1,Hodonín,237.72470513347946,Hodonín,Hodonín
13366,8000,23,1+1,"Mikulov, okres Břeclav",214.28197236066137,Mikulov,Mikulov
13367,12000,28,2+kk,"Brno - Zábrdovice, okres Brno-město",186.9283860686439,Brno - Zábrdovice,Brno
13368,14000,36,2+kk,"Brno - Staré Brno, okres Brno-město",186.72923345106236,Brno - Staré Brno,Brno
13369,5000,71,3+1,"Modřice, okres Brno-venkov",190.89098216883346,Modřice,Modřice
13370,8000,11,2+kk,"Brno - Řečkovice, okres Brno-město",181.50157376168184,Brno - Řečkovice,Brno
13371,20000,41,3+kk,"Brno - Žabovřesky, okres Brno-město",183.89385025540543,Brno - Žabovřesky,Brno
13372,12000,33,2+kk,"Brno, okres Brno-město",185.19233687074274,Brno,Brno
13373,10000,13,1+kk,"Brno - Trnitá, okres Brno-město",187.3863220226459,Brno - Trnitá,Brno
13374,11000,13,1+kk,"Brno - Trnitá, okres Brno-město",187.3863220226459,Brno - Trnitá,Brno
13375,10000,19,1+kk,Brno - Brno-město,186.4911079884768,Brno - Brno-město,Brno
13377,8000,26,2+kk,"Brno - Husovice, okres Brno-město",186.7109076116477,Brno - Husovice,Brno
13378,11000,30,2+kk,"Hustopeče, okres Břeclav",209.63250402293826,Hustopeče,Hustopeče
13379,7000,11,1+kk,"Brno - Královo Pole, okres Brno-město",183.65201901185594,Brno - Královo Pole,Brno
13380,9000,23,1+1,"Brno - Pisárky, okres Brno-město",183.87248592570666,Brno - Pisárky,Brno
13383,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13384,9000,13,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13385,11000,33,2+1,"Brno - Staré Brno, okres Brno-město",185.5956870490755,Brno - Staré Brno,Brno
13386,10000,31,2+kk,"Brno - Žebětín, okres Brno-město",178.29145723160866,Brno - Žebětín,Brno
13387,11000,26,2+kk,"Brno - Zábrdovice, okres Brno-město",187.01813589238589,Brno - Zábrdovice,Brno
13388,10000,27,2+kk,"Brno - Líšeň, okres Brno-město",189.7086927342614,Brno - Líšeň,Brno
13389,9000,39,3+kk,Hodonín,239.35268449312574,Hodonín,Hodonín
13391,8000,26,2+kk,"Brno - Nový Lískovec, okres Brno-město",183.8408851103125,Brno - Nový Lískovec,Brno
13394,9000,17,1+kk,"Brno - Žabovřesky, okres Brno-město",183.16353406980474,Brno - Žabovřesky,Brno
13395,12000,38,2+kk,"Brno - Zábrdovice, okres Brno-město",186.94429807454222,Brno - Zábrdovice,Brno
13396,20000,45,3+kk,"Brno - Staré Brno, okres Brno-město",185.93204601204093,Brno - Staré Brno,Brno
13397,15000,42,3+1,"Brno - Zábrdovice, okres Brno-město",186.36544268602154,Brno - Zábrdovice,Brno
13398,13000,41,3+1,"Brno - Lesná, okres Brno-město",184.73776670871493,Brno - Lesná,Brno
13399,6000,19,1+1,Znojmo,179.37343895644648,Znojmo,Znojmo
13400,5000,27,1+1,Znojmo,180.5923255619951,Znojmo,Znojmo
13401,8000,20,1+kk,"Brno - Žebětín, okres Brno-město",177.98638330858662,Brno - Žebětín,Brno
13402,17000,45,2+1,"Brno - Horní Heršpice, okres Brno-město",187.8437352424405,Brno - Horní Heršpice,Brno
13403,7000,23,1+1,Znojmo,179.37343895644648,Znojmo,Znojmo
13404,7000,16,other,"Brno - Veveří, okres Brno-město",185.3411603831548,Brno - Veveří,Brno
13405,9000,22,2+kk,"Brno - Veveří, okres Brno-město",185.14490474528716,Brno - Veveří,Brno
13406,7000,19,1+1,Znojmo,181.96979210772793,Znojmo,Znojmo
13408,6000,24,1+kk,"Veselí nad Moravou, okres Hodonín",248.64569903696255,Veselí nad Moravou,Veselí nad Moravou
13409,14000,41,3+kk,"Brno - Zábrdovice, okres Brno-město",187.06456521525493,Brno - Zábrdovice,Brno
13410,8000,44,3+1,Znojmo,178.69291659880383,Znojmo,Znojmo
13411,13000,36,3+1,"Brno - Starý Lískovec, okres Brno-město",184.96569246314414,Brno - Starý Lískovec,Brno
13412,8000,13,1+kk,"Brno - Černá Pole, okres Brno-město",186.3262322329228,Brno - Černá Pole,Brno
13413,13000,38,3+kk,"Brno - Královo Pole, okres Brno-město",183.4316238944844,Brno - Královo Pole,Brno
13414,10000,33,2+1,"Brno - Trnitá, okres Brno-město",187.26698385767918,Brno - Trnitá,Brno
13416,8000,17,1+kk,"Brno - Zábrdovice, okres Brno-město",186.71434359616055,Brno - Zábrdovice,Brno
13418,7000,20,1+1,"Brno - Královo Pole, okres Brno-město",184.12335801438823,Brno - Královo Pole,Brno
13420,11000,36,2+kk,"Brno - Černá Pole, okres Brno-město",185.94432414306178,Brno - Černá Pole,Brno
13421,14000,43,3+kk,"Brno - Staré Brno, okres Brno-město",186.34704016144678,Brno - Staré Brno,Brno
13423,17000,34,2+kk,"Brno - Staré Brno, okres Brno-město",186.22260586034142,Brno - Staré Brno,Brno
13424,12000,29,2+kk,"Brno - Slatina, okres Brno-město",192.6942877033296,Brno - Slatina,Brno
13425,4000,35,other,"Brno - Černovice, okres Brno-město",188.00235235896042,Brno - Černovice,Brno
13426,11000,35,2+1,"Brno - Štýřice, okres Brno-město",186.6686194908392,Brno - Štýřice,Brno
13427,7000,14,1+1,"Boskovice, okres Blansko",174.31326955948526,Boskovice,Boskovice
13428,7000,25,2+kk,Znojmo,181.12918968880322,Znojmo,Znojmo
13429,8000,25,2+kk,Znojmo,180.86627557124356,Znojmo,Znojmo
13430,15000,44,3+1,"Brno - Královo Pole, okres Brno-město",183.43926385202195,Brno - Královo Pole,Brno
13431,10000,20,1+kk,"Brno - Židenice, okres Brno-město",188.17709709022733,Brno - Židenice,Brno
13432,17000,44,3+kk,"Brno - Líšeň, okres Brno-město",190.14812348955476,Brno - Líšeň,Brno
13433,7000,28,1+1,"Veselí nad Moravou, okres Hodonín",248.33476974206687,Veselí nad Moravou,Veselí nad Moravou
13434,9000,40,2+1,"Mikulov, okres Břeclav",214.62361209626764,Mikulov,Mikulov
13436,5000,12,other,"Brno - Žabovřesky, okres Brno-město",183.9698680025046,Brno - Žabovřesky,Brno
13437,14000,42,3+kk,"Brno - Štýřice, okres Brno-město",186.6686194908392,Brno - Štýřice,Brno
13438,14000,44,2+1,"Brno, okres Brno-město",184.9099756688487,Brno,Brno
13439,8000,35,1+1,"Šlapanice, okres Brno-venkov",195.25361040256456,Šlapanice,Šlapanice
13440,9000,23,1+1,"Brno - Žabovřesky, okres Brno-město",184.13051999432477,Brno - Žabovřesky,Brno
13441,8000,42,2+1,"Brno - Líšeň, okres Brno-město",190.9714947078479,Brno - Líšeň,Brno
13442,7000,33,2+kk,"Ivančice, okres Brno-venkov",178.75584864892244,Ivančice,Ivančice
13444,14000,42,3+kk,"Brno - Veveří, okres Brno-město",185.24103713751683,Brno - Veveří,Brno
13445,11000,28,2+kk,"Brno - Štýřice, okres Brno-město",187.19663943901426,Brno - Štýřice,Brno
13446,11000,31,1+1,"Brno - Veveří, okres Brno-město",184.53402654057882,Brno - Veveří,Brno
13447,7000,15,1+kk,"Brno - Bystrc, okres Brno-město",180.00827519771883,Brno - Bystrc,Brno
13448,12000,33,2+kk,"Brno - Zábrdovice, okres Brno-město",186.9469584995085,Brno - Zábrdovice,Brno
13449,17000,47,3+kk,"Brno - Černá Pole, okres Brno-město",186.54734936850758,Brno - Černá Pole,Brno
13450,11000,48,3+1,"Brno - Lesná, okres Brno-město",186.05541788415817,Brno - Lesná,Brno
13451,25000,78,3+kk,"Brno - Štýřice, okres Brno-město",186.2423889721006,Brno - Štýřice,Brno
13452,12000,36,2+1,"Brno - Bystrc, okres Brno-město",180.1010680141922,Brno - Bystrc,Brno
13453,14000,26,2+kk,"Brno - Veveří, okres Brno-město",185.2867562528684,Brno - Veveří,Brno
13454,5000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13455,8000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13456,8000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13457,8000,17,1+kk,"Brno - Trnitá, okres Brno-město",187.31636428481852,Brno - Trnitá,Brno
13460,20000,50,4+1,"Brno - Černá Pole, okres Brno-město",186.71913053975214,Brno - Černá Pole,Brno
13461,12000,27,2+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13462,9000,16,1+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13463,21000,84,3+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13464,26000,96,3+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13465,5000,9,other,"Brno - Starý Lískovec, okres Brno-město",184.98468989899055,Brno - Starý Lískovec,Brno
13466,8000,34,3+1,Břeclav,231.39696585213719,Břeclav,Břeclav
13470,7000,23,1+1,"Brno - Královo Pole, okres Brno-město",183.1303699330564,Brno - Královo Pole,Brno
13471,7000,15,1+1,"Brno - Žabovřesky, okres Brno-město",182.9638532846103,Brno - Žabovřesky,Brno
13473,10000,43,3+1,Znojmo,179.37343895644648,Znojmo,Znojmo
13474,4000,28,1+1,Břeclav,232.91999549151794,Břeclav,Břeclav
13475,8000,24,1+1,"Brno - Řečkovice, okres Brno-město",181.22746226752372,Brno - Řečkovice,Brno
13476,7000,20,1+kk,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13477,8000,24,1+1,"Brno - Řečkovice, okres Brno-město",181.22746226752372,Brno - Řečkovice,Brno
13478,7000,20,1+kk,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13479,11000,44,3+kk,Znojmo,181.00618395702148,Znojmo,Znojmo
13480,8000,20,1+kk,"Brno - Starý Lískovec, okres Brno-město",184.86683303196355,Brno - Starý Lískovec,Brno
13481,8000,17,1+1,"Brno - Veveří, okres Brno-město",184.9099756688487,Brno - Veveří,Brno
13482,17000,69,4+1,Brno - Brno-město,186.5481605074796,Brno - Brno-město,Brno
13483,11000,39,2+1,Břeclav,232.82668879753552,Břeclav,Břeclav
13484,12000,44,3+kk,Břeclav,232.82668879753552,Břeclav,Břeclav
13485,10000,42,2+1,Břeclav,232.82668879753552,Břeclav,Břeclav
13487,9000,20,1+kk,"Brno - Ponava, okres Brno-město",185.11159698367544,Brno - Ponava,Brno
13488,12000,34,2+1,"Brno - Pisárky, okres Brno-město",184.85891753509014,Brno - Pisárky,Brno
13489,8000,34,2+1,"Boskovice, okres Blansko",173.5711020107911,Boskovice,Boskovice
13492,10000,65,3+1,Znojmo,180.98535341924756,Znojmo,Znojmo
13493,7000,14,1+kk,"Brno - Černovice, okres Brno-město",188.01641881642013,Brno - Černovice,Brno
13496,8000,16,1+kk,"Brno - Zábrdovice, okres Brno-město",186.68085341730637,Brno - Zábrdovice,Brno
13497,23000,66,4+kk,"Brno - Černá Pole, okres Brno-město",186.36544268602154,Brno - Černá Pole,Brno
13498,14000,41,3+1,"Brno - Žabovřesky, okres Brno-město",184.16164858559148,Brno - Žabovřesky,Brno
13499,12000,65,4+kk,Znojmo,181.14397176782882,Znojmo,Znojmo
13500,13000,34,2+1,"Brno - Ponava, okres Brno-město",184.59644956905726,Brno - Ponava,Brno
13501,11000,26,2+1,"Brno - Černá Pole, okres Brno-město",185.79027140902502,Brno - Černá Pole,Brno
13502,13000,39,2+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13503,7000,16,1+kk,"Brno - Veveří, okres Brno-město",185.10294554790747,Brno - Veveří,Brno
13504,10000,20,2+kk,"Brno - Královo Pole, okres Brno-město",183.15101754013472,Brno - Královo Pole,Brno
13505,9000,27,2+kk,"Brno - Líšeň, okres Brno-město",191.19827401692834,Brno - Líšeň,Brno
13508,10000,17,1+kk,Brno - Brno-město,186.32449745002006,Brno - Brno-město,Brno
13509,10000,31,2+kk,"Hustopeče, okres Břeclav",210.01083055230387,Hustopeče,Hustopeče
13510,9000,22,2+kk,"Brno - Horní Heršpice, okres Brno-město",188.63505659598883,Brno - Horní Heršpice,Brno
13511,12000,42,3+1,"Brno - Lesná, okres Brno-město",185.17144992191442,Brno - Lesná,Brno
13512,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13513,8000,17,1+kk,"Brno - Řečkovice, okres Brno-město",181.54764706096668,Brno - Řečkovice,Brno
13514,8000,20,1+kk,"Brno - Zábrdovice, okres Brno-město",186.90640960493968,Brno - Zábrdovice,Brno
13515,6000,13,1+kk,"Brno - Zábrdovice, okres Brno-město",187.12806492372664,Brno - Zábrdovice,Brno
13516,10000,26,2+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13517,14000,59,2+kk,"Brno - Zábrdovice, okres Brno-město",186.81898379007816,Brno - Zábrdovice,Brno
13518,8000,38,2+1,"Veselí nad Moravou, okres Hodonín",248.4315238147936,Veselí nad Moravou,Veselí nad Moravou
13521,8000,35,2+1,"Ivančice, okres Brno-venkov",177.86624299174704,Ivančice,Ivančice
13523,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13524,10000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13525,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13526,7000,29,2+kk,"Brno - Trnitá, okres Brno-město",187.35420749234976,Brno - Trnitá,Brno
13528,13000,34,3+kk,"Brno - Slatina, okres Brno-město",192.6942877033296,Brno - Slatina,Brno
13530,8000,23,1+kk,Brno - Brno-město,186.5457882455894,Brno - Brno-město,Brno
13531,8000,23,1+kk,"Brno - Královo Pole, okres Brno-město",183.48784064434543,Brno - Královo Pole,Brno
13532,9000,32,2+1,"Brno - Staré Brno, okres Brno-město",186.44778161443466,Brno - Staré Brno,Brno
13533,7000,34,2+1,"Boskovice, okres Blansko",173.9923194416725,Boskovice,Boskovice
13534,13000,39,3+1,"Brno - Staré Brno, okres Brno-město",185.61386903082257,Brno - Staré Brno,Brno
13536,4000,89,other,"Brno - Trnitá, okres Brno-město",187.2566989419335,Brno - Trnitá,Brno
13538,8000,35,2+1,"Ivančice, okres Brno-venkov",177.86624299174704,Ivančice,Ivančice
13540,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13541,10000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13542,9000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13543,7000,29,2+kk,"Brno - Trnitá, okres Brno-město",187.35420749234976,Brno - Trnitá,Brno
13545,13000,34,3+kk,"Brno - Slatina, okres Brno-město",192.6942877033296,Brno - Slatina,Brno
13547,8000,23,1+kk,Brno - Brno-město,186.5457882455894,Brno - Brno-město,Brno
13548,8000,23,1+kk,"Brno - Královo Pole, okres Brno-město",183.48784064434543,Brno - Královo Pole,Brno
13549,9000,32,2+1,"Brno - Staré Brno, okres Brno-město",186.44778161443466,Brno - Staré Brno,Brno
13550,7000,34,2+1,"Boskovice, okres Blansko",173.9923194416725,Boskovice,Boskovice
13551,13000,39,3+1,"Brno - Staré Brno, okres Brno-město",185.61386903082257,Brno - Staré Brno,Brno
13552,4000,89,other,"Brno - Trnitá, okres Brno-město",187.2566989419335,Brno - Trnitá,Brno
13553,8000,31,2+1,"Slavkov u Brna, okres Vyškov",205.4301088430011,Slavkov u Brna,Slavkov u Brna
13554,16000,45,3+kk,"Brno - Komín, okres Brno-město",181.20636792849012,Brno - Komín,Brno
13555,13000,43,3+kk,"Brno, okres Brno-město",189.5727883173608,Brno,Brno
13558,13000,34,2+kk,Brno - Brno-město,186.4911079884768,Brno - Brno-město,Brno
13560,11000,38,1+kk,"Hustopeče, okres Břeclav",210.4602071439137,Hustopeče,Hustopeče
13562,8000,13,1+kk,"Brno, okres Brno-město",186.36923611629965,Brno,Brno
13563,14000,41,2+kk,"Brno - Veveří, okres Brno-město",185.85902021737508,Brno - Veveří,Brno
13564,8000,52,3+1,Znojmo,180.5630970060317,Znojmo,Znojmo
13565,8000,28,2+kk,Znojmo,179.73337548826848,Znojmo,Znojmo
13566,16000,49,3+1,"Brno - Staré Brno, okres Brno-město",186.0081542063485,Brno - Staré Brno,Brno
13567,8000,32,2+kk,"Brno - Veveří, okres Brno-město",185.80367855072933,Brno - Veveří,Brno
13568,8000,19,1+1,"Brno - Královo Pole, okres Brno-město",183.59943648704436,Brno - Královo Pole,Brno
13570,5000,22,1+1,Hodonín,239.3513729383188,Hodonín,Hodonín
13571,14000,28,2+kk,"Brno - Zábrdovice, okres Brno-město",186.83740303074546,Brno - Zábrdovice,Brno
13572,17000,45,3+1,"Brno - Veveří, okres Brno-město",185.07890867729668,Brno - Veveří,Brno
13573,7000,35,2+kk,Hodonín,238.78698569165385,Hodonín,Hodonín
13574,11000,28,2+kk,"Brno - Nový Lískovec, okres Brno-město",184.39251984583422,Brno - Nový Lískovec,Brno
13575,14000,49,4+1,"Brno - Nový Lískovec, okres Brno-město",184.23960798411792,Brno - Nový Lískovec,Brno
13577,8000,17,1+kk,"Brno - Zábrdovice, okres Brno-město",186.8031975850297,Brno - Zábrdovice,Brno
13578,9000,20,1+kk,"Brno - Zábrdovice, okres Brno-město",186.8031975850297,Brno - Zábrdovice,Brno
13579,8000,15,1+kk,"Brno - Zábrdovice, okres Brno-město",186.71434359616055,Brno - Zábrdovice,Brno
13580,5000,23,1+1,Znojmo,180.8907048225262,Znojmo,Znojmo
13581,11000,20,1+kk,"Brno - Zábrdovice, okres Brno-město",186.81354664059864,Brno - Zábrdovice,Brno
13583,13000,32,2+1,"Brno - Štýřice, okres Brno-město",186.5339552172318,Brno - Štýřice,Brno
13586,10000,31,2+kk,"Brno - Trnitá, okres Brno-město",187.16812272420327,Brno - Trnitá,Brno
13587,7000,17,1+1,"Brno - Řečkovice, okres Brno-město",182.2243580845359,Brno - Řečkovice,Brno
13590,19000,57,3+kk,"Brno - Staré Brno, okres Brno-město",186.34704016144678,Brno - Staré Brno,Brno
13591,12000,29,2+kk,"Brno - Žabovřesky, okres Brno-město",184.10658114049522,Brno - Žabovřesky,Brno
13592,8000,31,1+kk,"Veselí nad Moravou, okres Hodonín",248.32907226540487,Veselí nad Moravou,Veselí nad Moravou
13593,9000,38,3+kk,Znojmo,181.0192077123356,Znojmo,Znojmo
13594,7000,28,2+kk,Znojmo,181.0192077123356,Znojmo,Znojmo
13597,11000,32,2+1,"Brno - Bystrc, okres Brno-město",179.72987470370563,Brno - Bystrc,Brno
13598,4000,78,atypické,"Brno - Husovice, okres Brno-město",187.0504317028074,Brno - Husovice,Brno
13599,8000,22,2+kk,"Brno - Husovice, okres Brno-město",186.73708801752608,Brno - Husovice,Brno
13600,5000,7,other,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13601,5000,7,other,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13602,16000,56,3+kk,"Brno - Královo Pole, okres Brno-město",183.48784064434543,Brno - Královo Pole,Brno
13604,15000,50,3+1,"Brno - Ponava, okres Brno-město",184.32936647977525,Brno - Ponava,Brno
13605,10000,36,2+kk,"Mikulov, okres Břeclav",214.6379938766385,Mikulov,Mikulov
13606,13000,38,2+kk,"Brno - Slatina, okres Brno-město",191.01138895499975,Brno - Slatina,Brno
13607,7000,17,1+kk,"Brno - Žebětín, okres Brno-město",177.8947022764297,Brno - Žebětín,Brno
13608,11000,49,3+1,Hodonín,239.11736796737898,Hodonín,Hodonín
13609,8000,18,2+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13610,8000,30,1+kk,"Brno - Bystrc, okres Brno-město",179.1916781106058,Brno - Bystrc,Brno
13611,14000,51,3+1,"Brno - Černá Pole, okres Brno-město",186.07790916972777,Brno - Černá Pole,Brno
13612,8000,47,3+1,Znojmo,181.06410835583338,Znojmo,Znojmo
13615,9000,26,2+kk,"Brno - Bohunice, okres Brno-město",186.2479708934277,Brno - Bohunice,Brno
